COMPANY,FROM YEAR,YEAR,ATTACHMENT,XBRL,ORIGINAL SUBMISSION DATE,Company ID
Strides Pharma Science Limited,2023,2024,https://nsearchives.nseindia.com/corporate/STRIDES_10092024162023_SEIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1241243_10092024042044_WEB.xml,########,BRSR_1241243_10092024042044
MUTHOOT FINANCE LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MUTHOOTFIN_10092024134153_BRSRSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1241134_10092024014211_WEB.xml,########,BRSR_1241134_10092024014211
TAMIL NADU NEWSPRINT & PAPERS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/TNPL_10092024132340_44thBRSR202324CSDSC.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1241129_10092024012359_WEB.xml,########,BRSR_1241129_10092024012359
Savita Oil Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SOTL_10092024122846_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1241111_10092024122905_WEB.xml,########,BRSR_1241111_10092024122905
RHI Magnesita India Ltd,2023,2024,https://nsearchives.nseindia.com/corporate/RHIM_09092024194525_IntimationofBRSRreporting.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240973_09092024074914_WEB.xml,9-Sep-24,BRSR_1240973_09092024074914
NMDC STEEL LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/NMDCSTEEL_09092024183520_NSLBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240924_09092024063737_WEB.xml,9-Sep-24,BRSR_1240924_09092024063737
Entertainment Network (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ENIL_09092024174518_ENIL20240903AnnualReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240828_09092024054529_WEB.xml,9-Sep-24,BRSR_1240828_09092024054529
CHAMAN LAL SETIA EXPORTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/CLSEL_09092024164209_BRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240749_09092024044220_WEB.xml,9-Sep-24,BRSR_1240749_09092024044220
Nagarjuna Fertilizers and Chemicals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NAGAFERT_09092024160635_Disclosure.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240711_09092024041428_WEB.xml,9-Sep-24,BRSR_1240711_09092024041428
GENSOL ENGINEERING LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/GENSOL_09092024114529_GELBRSRReport202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240551_09092024114553_WEB.xml,9-Sep-24,BRSR_1240551_09092024114553
Jindal Poly Films Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JINDALPOLY_08092024224224_JPFL_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240518_08092024104312_WEB.xml,8-Sep-24,BRSR_1240518_08092024104312
PC Jeweller Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PCJEWELLER_08092024185533_BRSR2324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240511_08092024065607_WEB.xml,8-Sep-24,BRSR_1240511_08092024065607
APEX FROZEN FOODS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/APEX_08092024163022_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240498_08092024043041_WEB.xml,8-Sep-24,BRSR_1240498_08092024043041
Salasar Techno Engineering Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SALASAR_08092024143613_Salasar_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240497_08092024023749_WEB.xml,8-Sep-24,BRSR_1240497_08092024023749
NAZARA TECHNOLOGIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/NAZARA_08092024125650_BRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240495_08092024125734_WEB.xml,8-Sep-24,BRSR_1240495_08092024125734
Sunteck Realty Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SUNTECK_08092024021822_SRLBRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240484_08092024022105_WEB.xml,8-Sep-24,BRSR_1240484_08092024022105
KDDL Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KDDL_07092024232256_SEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240474_07092024112331_WEB.xml,7-Sep-24,BRSR_1240474_07092024112331
Jaiprakash Associates Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JPASSOCIAT_07092024231728_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240471_07092024111742_WEB.xml,7-Sep-24,BRSR_1240471_07092024111742
Shakti Pumps (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SHAKTIPUMP_07092024224743_IntimationofSubmissionofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240463_07092024104828_WEB.xml,7-Sep-24,BRSR_1240463_07092024104828
3I Infotech Limited,2023,2024,https://nsearchives.nseindia.com/corporate/3IINFOTECHLTD_07092024211558_AR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240451_07092024091739_WEB.xml,7-Sep-24,BRSR_1240451_07092024091739
Anupam Rasayan India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ANURAS_07092024184859_ARILSLDSTX20240907038BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240393_07092024065611_WEB.xml,7-Sep-24,BRSR_1240393_07092024065611
RATTANINDIA POWER LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/RTNPOWER_07092024183155_RPLBRSR07092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240370_07092024063226_WEB.xml,7-Sep-24,BRSR_1240370_07092024063226
Prestige Estates Projects Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PRESTIGE_07092024182300_Intimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240364_07092024062626_WEB.xml,7-Sep-24,BRSR_1240364_07092024062626
RATTANINDIA ENTERPRISES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/RTNINDIA_07092024181142_BRSRSTX24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240356_07092024061347_WEB.xml,7-Sep-24,BRSR_1240356_07092024061347
Optiemus Infracom Limited,2023,2024,https://nsearchives.nseindia.com/corporate/OPTIEMUS_07092024170407_OILBRSR07092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240323_07092024050420_WEB.xml,7-Sep-24,BRSR_1240323_07092024050420
ZOTA HEALTH CARE LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/ZOTA_07092024165929_ZotaBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240322_07092024045945_WEB.xml,7-Sep-24,BRSR_1240322_07092024045945
Syncom Formulations (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SFILFINANCE123_07092024162924_BRSRUPLOAD20232024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240307_07092024042936_WEB.xml,7-Sep-24,BRSR_1240307_07092024042936
Satia Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SATIA_07092024150627_BRSRwithSustainabilityReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240270_07092024030803_WEB.xml,7-Sep-24,BRSR_1240270_07092024030803
Cochin Shipyard Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Aswi4739_07092024145150_SE_Intimation_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240267_07092024025205_WEB.xml,7-Sep-24,BRSR_1240267_07092024025205
Apeejay Surrendra Park Hotels Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ASPHL_07092024135709_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240239_07092024015900_WEB.xml,7-Sep-24,BRSR_1240239_07092024015900
KELLTON TECH SOLUTIONS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/KELLTONTEC_07092024123321_KTSL_BRSR_FY2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240221_07092024123424_WEB.xml,7-Sep-24,BRSR_1240221_07092024123424
Roto Pumps Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ROTO_07092024000018_Letter_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240163_07092024120039_WEB.xml,7-Sep-24,BRSR_1240163_07092024120039
Bajaj Healthcare Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BAJAJHCARE_06092024234920_BRSRBHL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240157_06092024115119_WEB.xml,6-Sep-24,BRSR_1240157_06092024115119
BALU FORGE INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/BALUFORGE_06092024232849_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240151_06092024112908_WEB.xml,6-Sep-24,BRSR_1240151_06092024112908
Mufin Green Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MUFIN_06092024231935_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240148_06092024112022_WEB.xml,6-Sep-24,BRSR_1240148_06092024112022
Azad Engineering Limited,2023,2024,https://nsearchives.nseindia.com/corporate/AZAD2356_06092024231148_DSC.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240145_06092024111205_WEB.xml,6-Sep-24,BRSR_1240145_06092024111205
Prakash Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PRAKASH_06092024230034_PIL_BRSR_to_SE_06092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240143_06092024110214_WEB.xml,6-Sep-24,BRSR_1240143_06092024110214
WEBSOL ENERGY SYSTEM LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/WEBELSOLAR_06092024225632_WEBSOLBRSRREPORT2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240139_06092024105709_WEB.xml,6-Sep-24,BRSR_1240139_06092024105709
IndoStar Capital Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INDOSTAR_06092024221220_nse.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240105_06092024101237_WEB.xml,6-Sep-24,BRSR_1240105_06092024101237
Signatureglobal (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SGLOBAL_06092024220246_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240102_06092024100637_WEB.xml,6-Sep-24,BRSR_1240102_06092024100637
Easy Trip Planners Limited,2023,2024,https://nsearchives.nseindia.com/corporate/EASEMYTRIP_06092024214618_ETPLAR24BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240087_06092024094651_WEB.xml,6-Sep-24,BRSR_1240087_06092024094651
Valor Estate Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DBREALTY_06092024213845_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240084_06092024094257_WEB.xml,6-Sep-24,BRSR_1240084_06092024094257
Mishra Dhatu Nigam Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MIDHANI_06092024213441_MDN_BRSR_FY_23_24_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240081_06092024093513_WEB.xml,6-Sep-24,BRSR_1240081_06092024093513
ARIHANT CAPITAL MARKETS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/ARIHANTCAP_06092024211554_BRSR_FINAL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240072_06092024091611_WEB.xml,6-Sep-24,BRSR_1240072_06092024091611
Kaveri Seed Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KSCL_06092024210622_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240065_06092024090635_WEB.xml,6-Sep-24,BRSR_1240065_06092024090635
SASTASUNDAR VENTURES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SASTASUNDR_06092024205333_SVLAnnualBRSR2024sign.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240049_06092024085347_WEB.xml,6-Sep-24,BRSR_1240049_06092024085347
Gallantt Ispat Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GALLANTT_06092024204940_Gallantt_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240045_06092024085024_WEB.xml,6-Sep-24,BRSR_1240045_06092024085024
Caplin Point Laboratories Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CAPLINPOINT_06092024204807_BRSRintimation060924.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240042_06092024084829_WEB.xml,6-Sep-24,BRSR_1240042_06092024084829
BEST AGROLIFE LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/BESTAGRO_06092024201633_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240018_06092024081647_WEB.xml,6-Sep-24,BRSR_1240018_06092024081647
Agro Tech Foods Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ATFL_06092024195356_ATFLBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239998_06092024075407_WEB.xml,6-Sep-24,BRSR_1239998_06092024075407
EMS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/EMSLIMITED_06092024195319_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239995_06092024075341_WEB.xml,6-Sep-24,BRSR_1239995_06092024075341
LA OPALA RG LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/LAOPALA_07092024141258_SE_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1240245_07092024021329_WEB.xml,6-Sep-24,BRSR_1240245_07092024021329
Prime Focus Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PFOCUS_06092024193246_IntimationofBRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239981_06092024073311_WEB.xml,6-Sep-24,BRSR_1239981_06092024073311
Rashtriya Chemicals and Fertilizers Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RCF_06092024185633_BRSR_2023_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239925_06092024065644_WEB.xml,6-Sep-24,BRSR_1239925_06092024065644
Rail Vikas Nigam Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RVNL_06092024185446_BRSRSTX21STAGM.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239924_06092024065518_WEB.xml,6-Sep-24,BRSR_1239924_06092024065518
MAITHAN ALLOYS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MAITHANALL_06092024181238_BRSRsd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239873_06092024061315_WEB.xml,6-Sep-24,BRSR_1239873_06092024061315
Pokarna Limited,2023,2024,https://nsearchives.nseindia.com/corporate/POKARNA_06092024180952_BRSR_06092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239864_06092024060959_WEB.xml,6-Sep-24,BRSR_1239864_06092024060959
SMS PHARMACEUTICALS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SMSPHARMA_06092024174807_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239816_06092024054910_WEB.xml,6-Sep-24,BRSR_1239816_06092024054910
SIGNPOST INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SIGNPOST_06092024173430_Exchanges_Signpost_BRSR_2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239782_06092024053450_WEB.xml,6-Sep-24,BRSR_1239782_06092024053450
HPL Electric & Power Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HPL_06092024171545_HPL_BRSR_060924.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239723_06092024051605_WEB.xml,6-Sep-24,BRSR_1239723_06092024051605
Faze Three Limited,2023,2024,https://nsearchives.nseindia.com/corporate/FAZETHREE_06092024171109_Submission.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239713_06092024051139_WEB.xml,6-Sep-24,BRSR_1239713_06092024051139
IIFL Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/IIFL_06092024165633_SE_BRSR05092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239695_06092024050151_WEB.xml,6-Sep-24,BRSR_1239695_06092024050151
ETHOS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/ETHOS_06092024170025_38_compressed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239693_06092024050037_WEB.xml,6-Sep-24,BRSR_1239693_06092024050037
Jyoti CNC Automation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JYOTICNC_NSE_06092024164820_NSEbseIntimationBRSRjcal2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239666_06092024044829_WEB.xml,6-Sep-24,BRSR_1239666_06092024044829
Authum Investment & Infrastructure Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Authum123_06092024163346_SE_Intimation_BRSR_Upload.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239637_06092024043538_WEB.xml,6-Sep-24,BRSR_1239637_06092024043538
Nalwa Sons Investments Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NSIL_06092024162546_STKBRSRNSIL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239619_06092024042606_WEB.xml,6-Sep-24,BRSR_1239619_06092024042606
GENESYS INTERNATIONAL CORPORATION LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/GENESYS_06092024161848_GenesysBRSRintimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239610_06092024042117_WEB.xml,6-Sep-24,BRSR_1239610_06092024042117
SHRIRAM PROPERTIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SHRIRAMPPS_06092024152123_BRSR_FY24_v2.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239513_06092024032201_WEB.xml,6-Sep-24,BRSR_1239513_06092024032201
RAMA STEEL TUBES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/RAMASTEEL_06092024150647_SignedIntimationofBRSR06092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239477_06092024030844_WEB.xml,6-Sep-24,BRSR_1239477_06092024030844
GREENPLY INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/GREEN_06092024144415_BRSR_2023_24_Green.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239452_06092024025104_WEB.xml,6-Sep-24,BRSR_1239452_06092024025104
Finolex Cables Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CSgayatri_06092024144932_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239448_06092024024953_WEB.xml,6-Sep-24,BRSR_1239448_06092024024953
AUTOLINE INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/AUTOIND_06092024141612_BRSRwithCoveringLettersd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239421_06092024021706_WEB.xml,6-Sep-24,BRSR_1239421_06092024021706
Dolat Algotech Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DOLATALGO_06092024141550_2024_09_06_BRSR_SIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239420_06092024021558_WEB.xml,6-Sep-24,BRSR_1239420_06092024021558
Lincoln Pharmaceuticals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/LINCOLN_06092024140933_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239414_06092024020945_WEB.xml,6-Sep-24,BRSR_1239414_06092024020945
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/YATHARTH_06092024134731_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239407_06092024014807_WEB.xml,6-Sep-24,BRSR_1239407_06092024014807
UNITED DRILLING TOOLS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/UNIDT_06092024131702_BRSR_Submission.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239392_06092024011718_WEB.xml,6-Sep-24,BRSR_1239392_06092024011718
STYLAM INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/STYLAMIND_06092024125813_BRSRBSENSE06092024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239375_06092024125833_WEB.xml,6-Sep-24,BRSR_1239375_06092024125833
RAJ RAYON INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/RAJRAYON1_06092024125451_Reg34LetterforBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239374_06092024125501_WEB.xml,6-Sep-24,BRSR_1239374_06092024125501
Suprajit Engineering Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SUPRAJIT_06092024123507_SuprajitBRSRReportFY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239342_06092024123548_WEB.xml,6-Sep-24,BRSR_1239342_06092024123548
Allcargo Logistics Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ALLCARGO_06092024123109_SEupload.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1239341_06092024123126_WEB.xml,6-Sep-24,BRSR_1239341_06092024123126
